Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,100 Thieves,cypher,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,LEVIATÁN,viper,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,LEVIATÁN,sova,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,LEVIATÁN,jett,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,LEVIATÁN,kayo,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,LEVIATÁN,cypher,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,Paper Rex,viper,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,Paper Rex,sova,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,Paper Rex,jett,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,Paper Rex,harbor,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,Paper Rex,reyna,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,FNATIC,viper,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,FNATIC,sova,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,FNATIC,kayo,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,FNATIC,cypher,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,FNATIC,yoru,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,T1,viper,0,2,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,T1,sova,0,2,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,T1,jett,0,2,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,T1,harbor,0,2,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,T1,yoru,0,2,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Team Heretics,viper,3,1,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Team Heretics,omen,0,1,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Team Heretics,raze,3,1,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Team Heretics,sova,0,1,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Team Heretics,skye,0,1,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Team Heretics,gekko,3,0,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Team Heretics,fade,3,0,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Team Heretics,brimstone,3,0,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Gen.G,viper,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Gen.G,raze,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Gen.G,cypher,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Gen.G,skye,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Gen.G,brimstone,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,G2 Esports,viper,2,1,3
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,G2 Esports,raze,2,1,3
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,G2 Esports,gekko,2,1,3
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,G2 Esports,skye,2,1,3
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,G2 Esports,brimstone,2,1,3
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,FUT Esports,viper,2,2,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,FUT Esports,omen,2,2,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,FUT Esports,raze,2,2,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,FUT Esports,kayo,2,2,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,FUT Esports,skye,2,1,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,FUT Esports,gekko,0,1,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,100 Thieves,viper,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,100 Thieves,raze,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,100 Thieves,gekko,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,100 Thieves,fade,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,100 Thieves,brimstone,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,LEVIATÁN,viper,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,LEVIATÁN,raze,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,LEVIATÁN,gekko,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,LEVIATÁN,skye,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,LEVIATÁN,brimstone,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Paper Rex,raze,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Paper Rex,gekko,0,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Paper Rex,skye,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Paper Rex,harbor,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Paper Rex,brimstone,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Paper Rex,reyna,1,0,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,FNATIC,viper,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,FNATIC,raze,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,FNATIC,gekko,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,FNATIC,skye,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,FNATIC,brimstone,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Dragon Ranger Gaming,raze,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Dragon Ranger Gaming,cypher,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Dragon Ranger Gaming,skye,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Dragon Ranger Gaming,harbor,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Dragon Ranger Gaming,brimstone,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,EDward Gaming,viper,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,EDward Gaming,omen,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,EDward Gaming,raze,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,EDward Gaming,gekko,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,EDward Gaming,skye,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Team Heretics,viper,1,2,3
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Team Heretics,omen,1,2,3
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Team Heretics,raze,1,2,3
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Team Heretics,cypher,1,2,3
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Team Heretics,skye,1,2,3
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Gen.G,viper,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Gen.G,omen,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Gen.G,raze,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Gen.G,cypher,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Gen.G,skye,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,G2 Esports,viper,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,G2 Esports,omen,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,G2 Esports,raze,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,G2 Esports,fade,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,G2 Esports,breach,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,FUT Esports,viper,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,FUT Esports,omen,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,FUT Esports,raze,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,FUT Esports,skye,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,FUT Esports,chamber,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Paper Rex,viper,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Paper Rex,omen,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Paper Rex,raze,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Paper Rex,jett,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Paper Rex,skye,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,FNATIC,omen,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,FNATIC,raze,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,FNATIC,cypher,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,FNATIC,breach,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,FNATIC,yoru,1,0,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,EDward Gaming,viper,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,EDward Gaming,omen,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,EDward Gaming,raze,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,EDward Gaming,cypher,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,EDward Gaming,skye,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Team Heretics,omen,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Team Heretics,sova,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Team Heretics,jett,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Team Heretics,kayo,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Team Heretics,cypher,0,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Team Heretics,killjoy,1,0,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Gen.G,omen,3,1,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Gen.G,sova,3,1,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Gen.G,killjoy,3,1,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Gen.G,jett,3,1,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Gen.G,kayo,3,1,4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,G2 Esports,omen,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,G2 Esports,sova,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,G2 Esports,killjoy,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,G2 Esports,jett,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,G2 Esports,kayo,1,1,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,FUT Esports,omen,2,0,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,FUT Esports,sova,2,0,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,FUT Esports,killjoy,2,0,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,FUT Esports,jett,2,0,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,FUT Esports,kayo,2,0,2
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,FunPlus Phoenix,viper,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,FunPlus Phoenix,omen,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,FunPlus Phoenix,killjoy,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,FunPlus Phoenix,fade,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,FunPlus Phoenix,yoru,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,100 Thieves,omen,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,100 Thieves,sova,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,100 Thieves,killjoy,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,100 Thieves,jett,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,100 Thieves,kayo,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,FNATIC,omen,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,FNATIC,sova,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,FNATIC,killjoy,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,FNATIC,jett,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,FNATIC,kayo,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Dragon Ranger Gaming,omen,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Dragon Ranger Gaming,sova,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Dragon Ranger Gaming,jett,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Dragon Ranger Gaming,kayo,0,1,1
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Dragon Ranger Gaming,cypher,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,Paper Rex,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,Paper Rex,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,Paper Rex,skye,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,Paper Rex,breach,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,Paper Rex,jett,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,Talon Esports,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,Talon Esports,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,Talon Esports,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,Talon Esports,fade,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,Talon Esports,killjoy,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,Team Secret,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,Team Secret,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,Team Secret,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,Team Secret,fade,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,Team Secret,killjoy,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,T1,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,T1,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,T1,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,T1,fade,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Lotus,T1,chamber,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,Paper Rex,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,Paper Rex,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,Paper Rex,gekko,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,Paper Rex,breach,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,Paper Rex,sage,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,Talon Esports,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,Talon Esports,cypher,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,Talon Esports,kayo,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,Talon Esports,sova,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,Talon Esports,neon,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,Team Secret,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,Team Secret,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,Team Secret,cypher,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,Team Secret,breach,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,Team Secret,sova,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,T1,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,T1,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,T1,gekko,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,T1,cypher,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Sunset,T1,kayo,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Bind,Paper Rex,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Bind,Paper Rex,gekko,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Bind,Paper Rex,skye,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Bind,Paper Rex,harbor,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Bind,Paper Rex,brimstone,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Bind,Talon Esports,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Bind,Talon Esports,gekko,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Bind,Talon Esports,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Bind,Talon Esports,skye,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Bind,Talon Esports,harbor,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,Gen.G,jett,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,Gen.G,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,Gen.G,kayo,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,Gen.G,sova,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,Gen.G,killjoy,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,T1,jett,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,T1,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,T1,kayo,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,T1,sova,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,T1,killjoy,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,DRX,jett,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,DRX,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,DRX,kayo,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,DRX,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,DRX,cypher,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,Paper Rex,jett,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,Paper Rex,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,Paper Rex,kayo,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,Paper Rex,sova,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,Paper Rex,sage,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Sunset,Gen.G,jett,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Sunset,Gen.G,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Sunset,Gen.G,kayo,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Sunset,Gen.G,sova,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Sunset,Gen.G,cypher,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Sunset,T1,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Sunset,T1,kayo,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Sunset,T1,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Sunset,T1,cypher,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Sunset,T1,gekko,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Breeze,Gen.G,jett,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Breeze,Gen.G,sova,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Breeze,Gen.G,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Breeze,Gen.G,yoru,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Breeze,Gen.G,astra,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Breeze,T1,jett,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Breeze,T1,sova,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Breeze,T1,viper,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Breeze,T1,yoru,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Breeze,T1,harbor,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,DRX,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,DRX,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,DRX,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,DRX,killjoy,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,DRX,fade,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,Paper Rex,jett,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,Paper Rex,omen,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,Paper Rex,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,Paper Rex,skye,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,Paper Rex,breach,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,DRX,kayo,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,DRX,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,DRX,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,DRX,cypher,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,DRX,brimstone,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,Paper Rex,raze,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,Paper Rex,skye,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,Paper Rex,harbor,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,Paper Rex,gekko,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,Paper Rex,brimstone,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Lotus,T1,omen,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Lotus,T1,raze,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Lotus,T1,viper,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Lotus,T1,chamber,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Lotus,T1,fade,0,1,1
